SKU,Category,Subcategory,Hybrid_Micro_WAPE,Seasonal_Naive_Micro_WAPE,Delta_WAPE,Hybrid_MAE,Seasonal_Naive_MAE
SKU001,Furniture,Chair,10.399249893733293,10.832429501084599,-0.4331796073513061,10.65345378002455,11.097222222222221
SKU002,Home Decor,Table,14.4149620330472,14.980064552876401,-0.5651025198292015,10.544945142786055,10.958333333333334
SKU003,Kitchen,Cushion,14.719076573214954,15.993322203672788,-1.274245630457834,6.122726991219276,6.652777777777778
SKU004,Lighting,Cookware,22.51640378966011,22.304995617879054,0.21140817178105564,7.136449090000607,7.069444444444445
SKU005,Storage,Lamp,9.343443302026987,9.87460815047022,-0.5311648484432325,10.763127603751643,11.375
SKU006,Furniture,Shelf,19.76905372202809,19.52609478104379,0.24295894098430182,9.15417015406134,9.041666666666666
SKU007,Home Decor,Cabinet,7.537040770538353,7.770405308178112,-0.2333645376397584,13.094561527592257,13.5
SKU008,Kitchen,Rug,11.186530581690214,11.130095191603612,0.0564353900866017,12.730893275884668,12.666666666666666
SKU009,Lighting,Organizer,13.654805899957834,14.035087719298245,-0.3802818193404107,10.269551937259955,10.555555555555555
SKU010,Storage,Sofa,10.743698987707171,11.530324400564176,-0.7866254128570045,12.695470970473975,13.625
SKU011,Furniture,Chair,29.586826352318585,29.962825278810406,-0.3759989264918211,5.526983533870625,5.597222222222222
SKU012,Home Decor,Table,8.05318301300947,8.149694579757211,-0.09651156674774164,14.46552998711826,14.63888888888889
SKU013,Kitchen,Cushion,9.531766583412557,10.81118686517323,-1.2794202817606735,9.514556449303619,10.791666666666666
SKU014,Lighting,Cookware,8.61195682406803,7.790881233169282,0.821075590898749,12.880855977553978,11.652777777777779
SKU015,Storage,Lamp,18.312819752116482,19.252147549267306,-0.939327797150824,5.033481984644238,5.291666666666667
SKU016,Furniture,Shelf,10.082214801840479,11.692869174621,-1.6106543727805214,9.975791423376608,11.569444444444445
SKU017,Home Decor,Cabinet,12.103286171346454,11.761363636363637,0.34192253498281744,11.834324256427644,11.5
SKU018,Kitchen,Rug,6.218059906794064,6.1009210422734785,0.11713886452058553,10.970557638334027,10.76388888888889
SKU019,Lighting,Organizer,11.826165718974032,12.752509604659808,-0.9263438856857764,13.253518220333536,14.291666666666666
SKU020,Storage,Sofa,12.783775636804718,13.693004814500142,-0.9092291776954244,12.538753270432627,13.430555555555555
SKU021,Furniture,Chair,14.658028013848481,15.548431417449049,-0.8904034036005672,8.890501157843934,9.430555555555555
SKU022,Home Decor,Table,12.984095084609315,12.76595744680851,0.21813763780080464,9.153787034649566,9.0
SKU023,Kitchen,Cushion,10.865573080029568,11.278394083465399,-0.4128210034358304,11.426961022497762,11.86111111111111
SKU024,Lighting,Cookware,11.859414837145737,11.461491813220134,0.3979230239256033,10.864541703585177,10.5
SKU025,Storage,Lamp,25.238171515658326,25.56221889055472,-0.324047374896395,4.6760723335955845,4.736111111111111
SKU026,Furniture,Shelf,9.312531857742371,8.635849220858361,0.67668263688401,14.857368534706474,13.777777777777779
SKU027,Home Decor,Cabinet,8.1902966706272,8.626066973079448,-0.4357703024522479,13.859802032628027,14.597222222222221
SKU028,Kitchen,Rug,19.69455349625052,21.1212976022567,-1.4267441060061792,7.7574657938008995,8.319444444444445
SKU029,Lighting,Organizer,9.031347401267093,9.99749436231521,-0.9661469610481177,10.012252077349157,11.083333333333334
SKU030,Storage,Sofa,16.936073295334815,17.5531914893617,-0.6171181940268866,5.7488559908053185,5.958333333333333
SKU031,Furniture,Chair,7.509735176724814,7.240725126475549,0.26901005024926583,9.896162132884035,9.541666666666666
SKU032,Home Decor,Table,15.658518358063903,16.197623514696684,-0.5391051566327807,10.432487856060074,10.791666666666666
SKU033,Kitchen,Cushion,7.592233356436381,7.053223712678494,0.5390096437578871,9.747584048180265,9.055555555555555
SKU034,Lighting,Cookware,12.91664465827536,12.401652242328876,0.5149924159464838,18.241172622964424,17.51388888888889
SKU035,Storage,Lamp,8.61193253296574,9.096816114359974,-0.48488358139423404,12.885604052449988,13.61111111111111
SKU036,Furniture,Shelf,22.32756166003022,23.58529533250723,-1.2577336724770092,7.5076426081851615,7.930555555555555
SKU037,Home Decor,Cabinet,7.92306241152914,7.985115125203504,-0.0620527136743636,14.194386395321441,14.305555555555555
SKU038,Kitchen,Rug,12.149283355877197,12.880852117909338,-0.7315687620321416,6.8120356816217,7.222222222222222
SKU039,Lighting,Organizer,23.147752182234036,23.493609251369445,-0.34585706913540903,5.282188449362573,5.361111111111111
SKU040,Storage,Sofa,9.212645142874095,9.293443666454488,-0.08079852358039297,10.050739944066112,10.13888888888889
SKU041,Furniture,Chair,11.720413274075261,11.256497580211509,0.4639156938637523,9.081692452231373,8.722222222222221
SKU042,Home Decor,Table,7.808070462984553,8.104001350666893,-0.2959308876823403,12.846444820071529,13.333333333333334
SKU043,Kitchen,Cushion,8.93917707604585,8.744177871517708,0.19499920452814123,14.127624437267462,13.819444444444445
SKU044,Lighting,Cookware,13.5951804418326,13.771358828315705,-0.17617838648310524,9.28248709056237,9.402777777777779
SKU045,Storage,Lamp,9.689292920233745,9.475599145772366,0.2136937744613796,17.014129220904895,16.63888888888889
SKU046,Furniture,Shelf,9.796950640044258,9.304292662296469,0.49265797774778974,6.434691607884624,6.111111111111111
SKU047,Home Decor,Cabinet,9.529606570614051,9.48847071296051,0.04113585765354166,9.987557108590781,9.944444444444445
SKU048,Kitchen,Rug,14.60394995237724,15.37564162389174,-0.7716916715144997,8.693406874429009,9.152777777777779
SKU049,Lighting,Organizer,5.53643798301248,5.616748691508476,-0.08031070849599597,9.843325363964272,9.98611111111111
SKU050,Storage,Sofa,15.722626050434101,17.142857142857142,-1.420231092423041,7.10793719363375,7.75
